Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
REVB,Revelation Biosciences Inc. Common Stock,2980106,United States,2020,94005,Health Care,Biotechnology: Pharmaceutical Preparations
REVBW,Revelation Biosciences Inc. Warrant,32332,United States,2020,26124,Health Care,Biotechnology: Pharmaceutical Preparations
REVG,REV Group Inc. Common Stock,1144785194,United States,2017,681445,Consumer Discretionary,Auto Manufacturing
REX,REX American Resources Corporation,957629889,United States,,141711,Industrials,Major Chemicals
REXR,Rexford Industrial Realty Inc. Common Stock,9693940127,United States,2013,2890632,Real Estate,Real Estate Investment Trusts
REXR^B,Rexford Industrial Realty Inc. 5.875% Series B Cumulative Redeemable Preferred Stock,,United States,,12564,,
REXR^C,Rexford Industrial Realty Inc. 5.625% Series C Cumulative Redeemable Preferred Stock par value $0.01 per share,,United States,,3076,,
REYN,Reynolds Consumer Products Inc. Common Stock,5873964624,United States,2020,615150,Consumer Discretionary,Containers/Packaging
REZI,Resideo Technologies Inc. Common Stock ,2955784026,United States,2018,1150516,Industrials,Wholesale Distributors
RF,Regions Financial Corporation Common Stock,17660567003,United States,,6936603,Finance,Major Banks
RF^B,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B,,United States,,71929,,
RF^C,Regions Financial Corporation Depositary Shares each Representing a 1/40th Interest in a  Share of 5.700% Fixed-to-Floating Rate Non-Cumulative  Perpetual Preferred Stock Series C,,United States,,38415,,
RF^E,Regions Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.45% Non-Cumulative Perpetual Preferred Stock Series E,,United States,,39556,,
RFAC,RF Acquisition Corp. Class A Common Stock,0,Singapore,2022,5007,Finance,Blank Checks
RFACR,RF Acquisition Corp. Rights,0,Singapore,2022,1897,Finance,Blank Checks
RFACW,RF Acquisition Corp. Warrants,0,Singapore,2022,7100,Finance,Blank Checks
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,530697182,United States,1993,64910,Finance,Investment Managers
RFIL,RF Industries Ltd. Common Stock,32326288,United States,,2284,Technology,Electrical Products
RFL,Rafael Holdings Inc. Class B Common Stock,44743679,United States,2018,72357,Health Care,Biotechnology: Pharmaceutical Preparations
RFM,RiverNorth Flexible Municipal Income Fund Inc. Common Stock,96734538,,2020,27123,Finance,Finance/Investors Services
RFMZ,RiverNorth Flexible Municipal Income Fund II Inc. Common Stock,329722776,,2021,83719,Finance,Trusts Except Educational Religious and Charitable
RGA,Reinsurance Group of America Incorporated Common Stock,11944114376,United States,,486614,Finance,Life Insurance
RGC,Regencell Bioscience Holdings Limited Ordinary Shares,48277733,Hong Kong,2021,2857,Health Care, Medicinal Chemicals and Botanical Products 
RGCO,RGC Resources Inc. Common Stock,200727051,United States,,22559,Utilities,Oil & Gas Production
RGEN,Repligen Corporation Common Stock,9279749169,United States,1986,447313,Health Care,Medical/Dental Instruments
RGF,The Real Good Food Company Inc. Class A Common Stock,12126313,United States,2021,398704,Consumer Staples,Packaged Foods
RGLD,Royal Gold Inc. Common Stock,7949438776,United States,,601149,Industrials,Precious Metals
RGLS,Regulus Therapeutics Inc. Common Stock,181993398,United States,2012,315039,Health Care,Biotechnology: Pharmaceutical Preparations
RGNX,REGENXBIO Inc. Common Stock,800584541,United States,2015,346015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGP,Resources Connection Inc. Common Stock,383038510,United States,,329572,Consumer Discretionary,Business Services
RGR,Sturm Ruger & Company Inc. Common Stock,803544458,United States,,166760,Industrials,Ordnance And Accessories
RGS,Regis Corporation Common Stock,13699495,United States,1991,35177,Consumer Discretionary,Other Consumer Services
RGT,Royce Global Value Trust Inc. Common Stock,63922819,,2013,11283,Finance,Trusts Except Educational Religious and Charitable
RGTI,Rigetti Computing Inc. Common Stock,171591504,United States,,4815119,Technology,Retail: Computer Software & Peripheral Equipment
RGTIW,Rigetti Computing Inc. Warrants,31776204,United States,,20016,Technology,Retail: Computer Software & Peripheral Equipment
RH,RH Common Stock,4606742982,United States,2012,685686,Consumer Discretionary,Other Specialty Stores
RHE,Regional Health Properties Inc. Common Stock,4988731,,2017,6777,Real Estate,Real Estate
RHE^A,Regional Health Properties Inc. 10.875% Series A Cumulative Redeemable Preferred Stock,,,,170,,
RHI,Robert Half Inc. Common Stock,7423513101,United States,,851184,Consumer Discretionary,Professional Services
RHP,Ryman Hospitality Properties Inc. (REIT),6534844508,United States,,383320,Real Estate,Real Estate Investment Trusts
RICK,RCI Hospitality Holdings Inc. Common Stock,470230574,United States,1995,49195,Consumer Discretionary,Restaurants
RIG,Transocean Ltd (Switzerland) Common Stock,4894636618,Switzerland,,13367207,Energy,Oil & Gas Production
RIGL,Rigel Pharmaceuticals Inc. Common Stock,201684484,United States,2000,768549,Health Care,Biotechnology: Pharmaceutical Preparations
RILY,B. Riley Financial Inc. Common Stock,621443939,United States,,627729,Finance,Investment Managers
RILYG,B. Riley Financial Inc. 5.00% Senior Notes due 2026,511957261,United States,,14359,Finance,Investment Managers
RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026,588108609,United States,,14749,Finance,Investment Managers
RILYL,B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001,587191123,United States,,2760,Finance,Investment Managers
RILYM,B. Riley Financial Inc. 6.375% Senior Notes due 2025,710189314,United States,,32037,Finance,Investment Managers
RILYN,B. Riley Financial Inc. 6.50% Senior Notes Due 2026,559972368,United States,,23746,Finance,Investment Managers
RILYO,B. Riley Financial Inc. 6.75% Senior Notes due 2024,761519604,United States,,6547,Finance,Investment Managers
RILYP,B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock,491160908,United States,,17483,Finance,Investment Managers
RILYT,B. Riley Financial Inc. 6.00% Senior Notes Due 2028,472811186,United States,,20431,Finance,Investment Managers
RILYZ,B. Riley Financial Inc. 5.25% Senior Notes due 2028,441922486,United States,,87725,Finance,Investment Managers
RIO,Rio Tinto Plc Common Stock,1.08642E+11,Australia,2002,3847475,Basic Materials,Metal Mining
RIOT,Riot Platforms Inc. Common Stock ,2172822485,United States,,17725963,Finance,Finance: Consumer Services
RITM,Rithm Capital Corp. Common Stock,5098036821,United States,,2725069,Real Estate,Real Estate Investment Trusts
RITM^A,Rithm Capital Corp. 7.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,25520,,
RITM^B,Rithm Capital Corp. 7.125% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,46553,,
RITM^C,Rithm Capital Corp. 6.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,53253,,
RITM^D,Rithm Capital Corp. 7.00% Fixed-Rate Reset Series D Cumulative Redeemable Preferred Stock,,United States,,46115,,
RIV,RiverNorth Opportunities Fund Inc. Common Stock,0,,2015,160291,Finance,Finance Companies
RIV^A,RiverNorth Opportunities Fund Inc. 6.00% Series A Perpetual Preferred Stock,,,,13614,,
RIVN,Rivian Automotive Inc. Class A Common Stock,8210576732,United States,2021,81976724,Consumer Discretionary,Auto Manufacturing
RJF,Raymond James Financial Inc. Common Stock,25610063267,United States,,1413905,Finance,Investment Bankers/Brokers/Service
RJF^B,Raymond James Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 6.375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,,United States,,4338,,
RKDA,Arcadia Biosciences Inc. Common Stock,2575768,United States,2015,6366,Industrials,Agricultural Chemicals
RKLB,Rocket Lab USA Inc. Common Stock,1726665651,United States,2020,15942244,Industrials,Aerospace
RKT,Rocket Companies Inc. Class A Common Stock,23172411973,United States,2020,2761212,Finance,Finance: Consumer Services
RL,Ralph Lauren Corporation Common Stock,10238317049,United States,1997,853031,Consumer Discretionary,Apparel
RLAY,Relay Therapeutics Inc. Common Stock,895952802,United States,2020,715226,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RLGT,Radiant Logistics Inc. Common Stock,237899793,United States,,101909,Consumer Discretionary,Oil Refining/Marketing
RLI,RLI Corp. Common Stock (DE),6221534855,United States,,101016,Finance,Property-Casualty Insurers
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,1786844453,United States,2011,1572099,Real Estate,Real Estate Investment Trusts
RLJ^A,RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares,,United States,,40295,,
RLMD,Relmada Therapeutics Inc. Common Stock,134275199,United States,,125022,Health Care,Biotechnology: Pharmaceutical Preparations
RLTY,Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest,0,,2022,79945,Finance,Investment Managers
RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share,2796007215,Cayman Islands,2021,2535008,Health Care, Medicinal Chemicals and Botanical Products 
RLYB,Rallybio Corporation Common Stock,69195905,United States,2021,1674914,Health Care,Biotechnology: Pharmaceutical Preparations
RM,Regional Management Corp. Common Stock,242597478,United States,2012,49420,Finance,Finance: Consumer Services
RMAX,RE/MAX Holdings Inc. Class A Common Stock,133965162,United States,2013,298444,Finance,Real Estate
RMBI,Richmond Mutual Bancorporation Inc. Common Stock,126165317,United States,2019,10116,Finance,Major Banks
RMBL,RumbleOn Inc. Class B Common Stock,192913761,United States,,147530,Technology,EDP Services
RMBS,Rambus Inc. Common Stock,6365368577,United States,1997,1003648,Technology,Semiconductors
RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock,23045643,United States,,7089,Consumer Staples,Specialty Foods
RMCO,Royalty Management Holding Corporation Class A Common Stock,0,United States,2023,15303,Miscellaneous,Multi-Sector Companies
RMCOW,Royalty Management Holding Corporation Warrant,0,United States,2023,13,Miscellaneous,Multi-Sector Companies
RMD,ResMed Inc. Common Stock,27224682280,United States,,605408,Health Care,Medical/Dental Instruments
RMGC,RMG Acquisition Corp. III Class A Ordinary Shares,0,United States,2021,2,Finance,Blank Checks
RMGCW,RMG Acquisition Corp. III Warrant,0,United States,2021,8419,Finance,Blank Checks
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,97639103,,2018,13686,Finance,Finance/Investors Services
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock,289185550,,2019,48441,Finance,Trusts Except Educational Religious and Charitable
RMMZ,RiverNorth Managed Duration Municipal Income Fund II Inc. Common Stock,300831931,,2022,31735,Finance,Investment Managers
RMNI,Rimini Street Inc. (DE) Common Stock,258865920,United States,2015,307634,Consumer Discretionary,Business Services
RMPL^,RiverNorth Capital and Income Fund 5.875%% Series A Term Preferred Stock $0.0001 par value per share,,,,1026,,
RMR,The RMR Group Inc. Class A Common Stock,754984695,United States,,76748,Consumer Discretionary,Professional Services
RMT,Royce Micro-Cap Trust Inc. Common Stock,403929304,United States,,128004,Finance,Investment Managers
RMTI,Rockwell Medical Inc. Common Stock,44735291,United States,1998,111770,Health Care,Biotechnology: Pharmaceutical Preparations
RNA,Avidity Biosciences Inc. Common Stock,1906092599,United States,2020,866954,Health Care,Biotechnology: Pharmaceutical Preparations
RNAC,Cartesian Therapeutics Inc. Common Stock,102513470,United States,2016,200678,Health Care,Biotechnology: Pharmaceutical Preparations
RNAZ,TransCode Therapeutics Inc. Common Stock,3114859,United States,2021,3574448,Health Care,Biotechnology: Pharmaceutical Preparations
RNG,RingCentral Inc. Class A Common Stock,2835072667,United States,2013,808123,Technology,EDP Services
RNGR,Ranger Energy Services Inc. Class A Common Stock,254500650,United States,2017,117618,Energy,Oilfield Services/Equipment
RNLX,Renalytix plc American Depositary Shares,42100575,United Kingdom,2020,122581,Health Care,Medical Specialities
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,939530567,United States,2003,146651,Finance,Investment Managers
RNR,RenaissanceRe Holdings Ltd. Common Stock,11254473156,Bermuda,,244664,Finance,Property-Casualty Insurers
RNR^F,RenaissanceRe Holdings Ltd. Depositary Shares each Representing a 1/1000th Interest in a 5.750% Series F Preference Share,,Bermuda,,20894,,
RNR^G,RenaissanceRe Holdings Ltd. Depositary Shares each representing a 1/1000th interest in a share of 4.20% Series G Preference Shares,,Bermuda,,24925,,
RNST,Renasant Corporation Common Stock,1621851853,United States,2023,185284,Finance,Major Banks
RNW,ReNew Energy Global plc Class A Ordinary Shares,433136376,United Kingdom,,953733,Industrials,Environmental Services
RNWWW,ReNew Energy Global plc Warrant,24152586,United Kingdom,,875,Utilities,Electric Utilities: Central
RNXT,RenovoRx Inc. Common Stock,19395871,United States,2021,30150,Health Care,Biotechnology: Pharmaceutical Preparations
ROAD,Construction Partners Inc. Class A Common Stock,2905505130,United States,2018,306176,Industrials,Military/Government/Technical
ROCK,Gibraltar Industries Inc. Common Stock,2232686246,United States,1993,240188,Industrials,Steel/Iron Ore
ROCL,Roth CH Acquisition V Co. Common Stock,0,United States,2022,5169,Finance,Blank Checks
ROCLW,Roth CH Acquisition V Co. Warrant,0,United States,2022,12554,Finance,Blank Checks
ROG,Rogers Corporation Common Stock,2055604147,United States,1960,115207,Industrials,Major Chemicals
ROIC,Retail Opportunity Investments Corp. Common Stock (MD),1564699481,United States,,1052812,Real Estate,Real Estate Investment Trusts
ROIV,Roivant Sciences Ltd. Common Shares,8735370705,United Kingdom,,5008755,Health Care,Biotechnology: Pharmaceutical Preparations
ROK,Rockwell Automation Inc. Common Stock,32761859090,United States,,1391585,Industrials,Industrial Machinery/Components
ROKU,Roku Inc. Class A Common Stock,8459182908,United States,2017,3410398,Telecommunications,Cable & Other Pay Television Services
ROL,Rollins Inc. Common Stock,20942547734,United States,,1704767,Finance,Diversified Commercial Services
ROMA,Roma Green Finance Limited Ordinary Shares,7876307,Hong Kong,2024,136665,Finance,Savings Institutions
ROOT,Root Inc. Class A Common Stock,926370000,United States,2020,402863,Finance,Property-Casualty Insurers
ROP,Roper Technologies Inc. Common Stock,56535617631,United States,1992,800142,Industrials,Industrial Machinery/Components
ROST,Ross Stores Inc. Common Stock,44796023945,United States,1985,2489566,Consumer Discretionary,Clothing/Shoe/Accessory Stores
RPAY,Repay Holdings Corporation Class A Common Stock,920256607,United States,2018,356773,Consumer Discretionary,Business Services
RPD,Rapid7 Inc. Common Stock,2835853553,United States,2015,1007116,Technology,Computer Software: Prepackaged Software
RPHM,Reneo Pharmaceuticals Inc. Common Stock,55478541,United States,2021,186056,Health Care,Biotechnology: Pharmaceutical Preparations
RPID,Rapid Micro Biosystems Inc. Class A Common Stock,41392480,United States,2021,14566,Health Care,Medical Specialities
RPM,RPM International Inc. Common Stock,13957907357,United States,,505210,Consumer Discretionary,Paints/Coatings
RPRX,Royalty Pharma plc Class A Ordinary Shares ,16877532846,United States,2020,2428894,Health Care,Biotechnology: Pharmaceutical Preparations
RPTX,Repare Therapeutics Inc. Common Shares,146372154,Canada,2020,89849,Health Care,Biotechnology: Pharmaceutical Preparations
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,1482676504,United States,2002,550338,Finance,Trusts Except Educational Religious and Charitable
RR,Richtech Robotics Inc. Class B Common Stock,0,United States,2023,104497,,
RRAC,Rigel Resource Acquisition Corp. Class A Ordinary Shares,0,,2021,282182,Finance,Blank Checks
RRBI,Red River Bancshares Inc. Common Stock,325188741,United States,2019,5500,Consumer Discretionary,Hotels/Resorts
RRC,Range Resources Corporation Common Stock,8486290964,United States,,1866687,Energy,Oil & Gas Production
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,89674270,United States,2002,596212,Consumer Discretionary,Restaurants
RRR,Red Rock Resorts Inc. Class A Common Stock,6307080515,United States,2016,313901,Consumer Discretionary,Hotels/Resorts
RRX,Regal Rexnord Corporation Common Stock,10795993001,United States,1976,452955,Consumer Discretionary,Metal Fabrications
RS,Reliance Inc. Common Stock,18676470973,United States,1994,175779,Industrials,Metal Fabrications
RSF,RiverNorth Capital and Income Fund Common Stock,50468506,,2019,21023,Finance,Investment Managers
RSG,Republic Services Inc. Common Stock,58907684812,United States,1998,961918,Utilities,Environmental Services
RSI,Rush Street Interactive Inc. Class A Common Stock,1458238038,United States,2020,966565,Consumer Discretionary,Services-Misc. Amusement & Recreation
RSKD,Riskified Ltd. Class A Ordinary Shares,882055382,,2021,429984,Technology,EDP Services
RSLS,ReShape Lifesciences Inc. Common Stock,3856346,United States,2016,172340,Health Care,Medical/Dental Instruments
RSSS,Research Solutions Inc Common Stock,101286674,United States,,30738,Consumer Discretionary,Business Services
RSVR,Reservoir Media Inc. Common Stock,488111618,United States,2021,118183,Consumer Discretionary,Movies/Entertainment
RSVRW,Reservoir Media Inc. Warrant,60926442,United States,2021,300,Consumer Discretionary,Movies/Entertainment
RTC,Baijiayun Group Ltd. Class A Ordinary Shares,96049761,China,2006,51012,Industrials,Specialty Chemicals
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),14217035440,United States,2022,455563,Consumer Discretionary,Business Services
RTX,RTX Corporation Common Stock,1.32709E+11,United States,,9634803,Industrials,Aerospace
RUM,Rumble Inc. Class A Common Stock,2354982476,United States,2021,1593725,Technology,Computer Software: Prepackaged Software
RUMBW,Rumble Inc. Warrant,621560949,United States,2021,24903,Technology,Computer Software: Prepackaged Software
RUN,Sunrun Inc. Common Stock,2347417763,United States,2015,11490565,Miscellaneous,Industrial Machinery/Components
RUSHA,Rush Enterprises Inc. Common Stock Cl A,3830207498,United States,,249983,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RUSHB,Rush Enterprises Inc. Class B,3678338758,United States,,7629,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RVLV,Revolve Group Inc. Class A Common Stock,1334477437,United States,2019,1226531,Consumer Discretionary,Catalog/Specialty Distribution
RVMD,Revolution Medicines Inc. Common Stock,5853097100,United States,2020,1157908,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RVMDW,Revolution Medicines Inc. Warrant,36198952,United States,,180,,
RVNC,Revance Therapeutics Inc. Common Stock,350209794,United States,2014,2122008,Health Care,Biotechnology: Pharmaceutical Preparations
RVP,Retractable Technologies Inc. Common Stock,31733389,United States,2001,95191,Health Care,Medical/Dental Instruments
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock ,78822926,United States,2020,733878,Health Care,Biotechnology: Pharmaceutical Preparations
RVPHW,Reviva Pharmaceuticals Holdings Inc. Warrants,11098630,United States,2018,86011,Health Care,Biotechnology: Pharmaceutical Preparations
RVSB,Riverview Bancorp Inc Common Stock,89299712,United States,,28391,Finance,Savings Institutions
RVSN,Rail Vision Ltd. Ordinary Share,3388054,Israel,2022,2234489,,
RVSNW,Rail Vision Ltd. Warrant,395773,Israel,2022,10547,,
RVT,Royce Value Trust Inc. Common Stock,1521110114,United States,1986,169009,Finance,Trusts Except Educational Religious and Charitable
RVTY,Revvity Inc. Common Stock,12639571285,United States,,951497,Industrials,Biotechnology: Laboratory Analytical Instruments
RVYL,Ryvyl Inc. Common Stock,12357698,United States,,138325,Technology,EDP Services
RWAY,Runway Growth Finance Corp. Common Stock,504745492,United States,2021,202431,,
RWAYL,Runway Growth Finance Corp. 7.50% Notes due 2027,1010503715,United States,,6067,,
RWAYZ,Runway Growth Finance Corp. 8.00% Notes due 2027,1022802329,United States,,2450,,
RWOD,Redwoods Acquisition Corp. Common Stock,0,United States,2022,119,Finance,Blank Checks
RWODR,Redwoods Acquisition Corp. Rights,0,United States,2022,100,Finance,Blank Checks
RWODW,Redwoods Acquisition Corp. Warrants,0,United States,2022,23297,Finance,Blank Checks
RWT,Redwood Trust Inc. Common Stock,735515609,United States,1995,1459239,Real Estate,Real Estate Investment Trusts
RWT^A,Redwood Trust Inc. 10.00% Series A Fixed-Rate Reset Cumulative Redeemable Preferred Stock,,United States,,9686,,
RWTN,Redwood Trust Inc. 9.125% Senior Notes Due 2029,3352582775,United States,2024,3408,,
RXO,RXO Inc. Common Stock,2371171482,United States,2022,477415,,
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,1827948989,United States,2021,5133986,Health Care,Biotechnology: Pharmaceutical Preparations
RXST,RxSight Inc. Common Stock,1969957233,United States,2021,474530,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RXT,Rackspace Technology Inc. Common Stock,351608722,United States,2020,739909,Technology,EDP Services
RY,Royal Bank Of Canada Common Stock,1.38448E+11,Canada,,583596,,
RYAAY,Ryanair Holdings plc American Depositary Shares,31486594020,Ireland,1997,341005,Consumer Discretionary,Air Freight/Delivery Services
RYAM,Rayonier Advanced Materials Inc. Common Stock,291021349,United States,2014,396801,Basic Materials,Paper
RYAN,Ryan Specialty Holdings Inc. Class A Common Stock,12886277574,United States,2021,607990,Finance,Specialty Insurers
RYDE,Ryde Group Ltd. Class A Ordinary Shares,38800289,,2024,241500,,
RYI,Ryerson Holding Corporation Common Stock,1113772402,United States,2014,219240,Industrials,Metal Fabrications
RYN,Rayonier Inc. REIT Common Stock,4627156445,United States,,484893,Real Estate,Real Estate Investment Trusts
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,2411032445,United States,2017,621676,Health Care,Biotechnology: Pharmaceutical Preparations
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,1634063214,United States,2016,32069,Finance,Life Insurance
RZC,Reinsurance Group of America Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052,1720862548,United States,2022,49140,Finance,Life Insurance
RZLT,Rezolute Inc. Common Stock (NV),122045835,United States,,782226,Health Care,Biotechnology: Pharmaceutical Preparations
S,SentinelOne Inc. Class A Common Stock,6407860875,United States,2021,6128268,Technology,EDP Services
SA,Seabridge Gold Inc. Ordinary Shares (Canada),1327125621,Canada,,682805,Basic Materials,Precious Metals
SABA,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,0,United States,,694926,,
SABR,Sabre Corporation Common Stock,979060655,United States,2014,8048143,Technology,Computer Software: Programming Data Processing
SABS,SAB Biotherapeutics Inc. Common Stock,42529527,United States,2021,3060,Health Care,Biotechnology: Pharmaceutical Preparations
SACC,Sachem Capital Corp. 6.875% Notes due 2024,1162428250,United States,2019,3232,Real Estate,Real Estate Investment Trusts
SACH,Sachem Capital Corp. Common Shares,151827363,United States,2017,395325,Real Estate,Real Estate Investment Trusts
SACH^A,Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock,,United States,,6510,,
SAFE,Safehold Inc. New Common Stock ,1314920486,United States,2023,415870,Real Estate,Real Estate Investment Trusts
SAFT,Safety Insurance Group Inc. Common Stock,1167517721,United States,2002,49525,Finance,Property-Casualty Insurers
SAGE,Sage Therapeutics Inc. Common Stock,920834445,United States,2014,845947,Health Care,Biotechnology: Pharmaceutical Preparations
SAH,Sonic Automotive Inc. Common Stock,1677036819,United States,1997,265448,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
SAI,SAI.TECH Global Corporation Class A Ordinary Shares,10893740,Singapore,2021,55041,Technology,EDP Services
SAIA,Saia Inc. Common Stock,15339997744,United States,,254860,Industrials,Trucking Freight/Courier Services
SAIC,Science Applications International Corporation Common Stock,6257719781,United States,,312817,Technology,EDP Services
SAITW,SAI.TECH Global Corporation Warrant,740364,Singapore,2021,1901,Technology,EDP Services
SAJ,Saratoga Investment Corp 8.00% Notes due 2027,339561948,United States,2022,10167,Finance,Investment Managers
SAM,Boston Beer Company Inc. (The) Common Stock,3376725706,United States,,147138,Consumer Staples,Beverages (Production/Distribution)
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,201140060,United States,2013,19994,Finance,Investment Managers
SAN,Banco Santander S.A. Sponsored ADR (Spain),73430684574,Spain,,2469967,Finance,Commercial Banks
SANA,Sana Biotechnology Inc. Common Stock,1884826612,United States,2021,1675518,Health Care, Medicinal Chemicals and Botanical Products 
SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada),1564018250,Canada,,3595294,,
SANG,Sangoma Technologies Corporation Common Shares,157296714,Canada,,1541,Technology,Computer Software: Programming Data Processing
SANM,Sanmina Corporation Common Stock,3253418396,United States,1993,319133,Technology,Electrical Products
SANW,S&W Seed Company Common Stock (NV),17932400,United States,,32025,Consumer Staples,Farming/Seeds/Milling
SAP,SAP  SE ADS,2.1037E+11,Germany,,529391,Technology,EDP Services
SAR,Saratoga Investment Corp New,310206975,United States,,76678,Finance,Investment Managers
SASR,Sandy Spring Bancorp Inc. Common Stock,898353539,United States,,318627,Finance,Major Banks
SAT,Saratoga Investment Corp 6.00% Notes due 2027,328229563,United States,2022,5999,Finance,Investment Managers
SATL,Satellogic Inc. Class A Ordinary Shares,129333384,Uruguay,,40382,Technology,Radio And Television Broadcasting And Communications Equipment
SATLW,Satellogic Inc. Warrant,10774809,Uruguay,,8421,Technology,Radio And Television Broadcasting And Communications Equipment
SATS,EchoStar  Corporation Common Stock,3847417428,United States,,1059304,Consumer Discretionary,Telecommunications Equipment
SATX,SatixFy Communications Ltd. Ordinary Share,46543948,,2022,43024,Technology,Radio And Television Broadcasting And Communications Equipment
SAVA,Cassava Sciences Inc. Common Stock,864936472,United States,,2103229,Health Care,Biotechnology: Pharmaceutical Preparations
SAVAW,Cassava Sciences Inc. Warrant,33858308,United States,,2533729,,
SAVE,Spirit Airlines Inc. Common Stock,487177096,United States,,7038538,Consumer Discretionary,Air Freight/Delivery Services
SAY,Saratoga Investment Corp 8.125% Notes due 2027,345842547,United States,2022,6011,Finance,Investment Managers
SAZ,Saratoga Investment Corp 8.50% Notes due 2028,347072725,United States,2023,3800,Finance,Investment Managers
SB,Safe Bulkers Inc Common Stock ($0.001 par value),527905026,Monaco,2008,450984,Consumer Discretionary,Marine Transportation
SB^C,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands),,Monaco,,1550,,
SB^D,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),,Monaco,,1844,,
SBAC,SBA Communications Corporation Class A Common Stock,21606600385,United States,1999,917931,Real Estate,Real Estate Investment Trusts
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,1336727756,Monaco,2020,8562,Consumer Discretionary,Marine Transportation
SBCF,Seacoast Banking Corporation of Florida Common Stock,1888782297,United States,,355010,Finance,Major Banks
SBET,SharpLink Gaming Inc. Common Stock,3923316,Israel,,2657,Technology,Computer Software: Prepackaged Software
SBEV,Splash Beverage Group Inc. (NV) Common Stock,14892797,,2021,143845,Consumer Staples,Beverages (Production/Distribution)
SBFG,SB Financial Group Inc. Common Stock,89178961,United States,,370,Finance,Major Banks
SBFM,Sunshine Biopharma Inc. Common Stock,1568944,Canada,,15484751,Health Care,Biotechnology: Pharmaceutical Preparations
SBFMW,Sunshine Biopharma Inc. Warrant,2182655,Canada,,11920,Health Care,Biotechnology: Pharmaceutical Preparations
SBGI,Sinclair Inc. Class A Common Stock,750501275,United States,1995,321028,Industrials,Broadcasting
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,1085545353,United States,,1241325,Consumer Discretionary,Other Specialty Stores
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,0,United States,1992,78011,Finance,Finance/Investors Services
SBLK,Star Bulk Carriers Corp. Common Shares,1944150881,Greece,,1584340,Consumer Discretionary,Marine Transportation
SBOW,SilverBow Resorces Inc. Common Stock,822647884,United States,,459124,Energy,Oil & Gas Production
SBR,Sabine Royalty Trust Common Stock,928850070,United States,,50161,Energy,Oil & Gas Production
SBRA,Sabra Health Care REIT Inc. Common Stock,3168916721,United States,,1266415,Real Estate,Real Estate Investment Trusts
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),10608073167,Brazil,2002,453367,Utilities,Water Supply
